# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
1000-512,10,00,-512,Terpuk,Kamchatka,Radiocarbon,57.20,N,,159.83,E,765,Shield volcano,D7,M0
1000-52-,10,00,-52-,Sedankinsky,Kamchatka,Radiocarbon,57.27,N,,160.08,E,1241,Shield volcano,D7,M0
1000-53-,10,00,-53-,Leutongey,Kamchatka,Holocene?,57.30,N,,159.83,E,1333,Shield volcano,?,M0
1000-54-,10,00,-54-,Tuzovsky,Kamchatka,Holocene?,57.32,N,,159.97,E,1533,Shield volcanoes,?,M0
1000-55-,10,00,-55-,Gorny_Institute,Kamchatka,Radiocarbon,57.33,N,,160.20,E,2125,Stratovolcano,D6,S0
1000-551,10,00,-551,Kinenin,Kamchatka,Radiocarbon,57.35,N,,160.97,E,583,Maar,D6,M0
1000-552,10,00,-552,Bliznetsy,Kamchatka,Radiocarbon,57.35,N,,161.37,E,265,Lava cone,D7,S0
1000-56-,10,00,-56-,Titila,Kamchatka,Radiocarbon,57.40,N,,160.10,E,1559,Shield volcanoes,D7,M0
1000-57-,10,00,-57-,Mezhdusopochny,Kamchatka,Holocene?,57.47,N,,160.25,E,1641,Shield volcano,?,M0
1000-58-,10,00,-58-,Shishel,Kamchatka,Holocene?,57.45,N,,160.37,E,2525,Shield volcano,?,M0
1000-59-,10,00,-59-,Elovsky,Kamchatka,Tephrochronology,57.55,N,,160.53,E,1381,Shield volcanoes,D7,M0
1000-60-,10,00,-60-,Alngey,Kamchatka,Holocene?,57.70,N,,160.40,E,1853,Stratovolcano,?,M0
1000-61-,10,00,-61-,Uka,Kamchatka,Holocene?,57.70,N,,160.58,E,1643,Shield volcano,?,M0
1000-62-,10,00,-62-,Kaileney,Kamchatka,Holocene?,57.80,N,,160.67,E,1582,Shield volcano,?,M0
1000-63-,10,00,-63-,Plosky,Kamchatka,Holocene?,57.83,N,,160.25,E,1255,Shield volcano,?,M0
1000-64-,10,00,-64-,Bely,Kamchatka,Holocene?,57.88,N,,160.53,E,2080,Shield volcanoes,?,M0
1000-65-,10,00,-65-,Nylgimelkin,Kamchatka,Radiocarbon,57.97,N,,160.65,E,1764,Shield volcanoes,D7,M0
1000-66-,10,00,-66-,Snezhniy,Kamchatka,Holocene?,58.02,N,,160.80,E,2169,Shield volcano,?,M0
1000-67-,10,00,-67-,Iktunup,Kamchatka,Holocene?,58.08,N,,160.77,E,2300,Shield volcanoes,?,M0
1000-671,10,00,-671,Spokoiny,Kamchatka,Radiocarbon,58.13,N,,160.82,E,2171,Stratovolcano,D7,S0
1000-68-,10,00,-68-,Ostry,Kamchatka,Holocene,58.18,N,,160.82,E,2552,Stratovolcano,D7,M0
1000-69-,10,00,-69-,Snegovoy,Kamchatka,Holocene?,58.20,N,,160.97,E,2169,Shield volcano,?,M0
1000-70-,10,00,-70-,Severny,Kamchatka,Radiocarbon,58.28,N,,160.87,E,1936,Shield volcano,D7,M0
1000-71-,10,00,-71-,Iettunup,Kamchatka,Holocene?,58.40,N,,161.08,E,1340,Shield volcanoes,?,M0
1000-72-,10,00,-72-,Voyampolsky,Kamchatka,Holocene?,58.37,N,,160.62,E,1225,Shield volcanoes,?,M0
1002-01-,10,02,-01-,Sikhote_Alin,Russia-SE,Holocene,47.00,N,*,137.50,E,,Volcanic field,U,M0
1002-03-,10,02,-03-,Udokan_Plateau,Russia-SE,Radiocarbon,56.28,N,*,117.77,E,2180,Pyroclastic cones,D7,M0
1002-04-,10,02,-04-,Vitim_Plateau,Russia-SE,Holocene,53.70,N,*,113.30,E,1250,Cinder cones,U,M0
1002-05-,10,02,-05-,Tunkin_Depression,Russia-SE,Holocene?,51.50,N,*,102.50,E,1200,Volcanic field,?,M0
1002-06-,10,02,-06-,Oka_Plateau,Russia-SE,Holocene,52.70,N,*, 98.98,E,2077,Cinder cones,U,M0
1002-07-,10,02,-07-,Azas_Plateau,Russia-SE,Holocene,52.52,N,*, 98.60,E,2765,Volcanic field,U,M0
1003-01-,10,03,-01-,Taryatu_Chulutu,Mongolia,Radiocarbon,48.17,N,*, 99.70,E,2400,Volcanic field,D7,M0
1003-02-,10,03,-02-,Khanuy_Gol,Mongolia,Holocene,48.67,N,*,102.75,E,1886,Volcanic field,U,S0
1003-03-,10,03,-03-,Bus_Obo,Mongolia,Holocene?,47.12,N,,109.08,E,1162,Cinder cone,?,M0
1003-04-,10,03,-04-,Dariganga_volc_field,Mongolia,Holocene,45.33,N,*,114.00,E,1778,Cinder cones,U,M0
1003-05-,10,03,-05-,Middle_Gobi,Mongolia,Holocene?,45.28,N,*,106.70,E,1120,Cinder cones,?,M0
1004-01-,10,04,-01-,Turfan,China-W,Historical,42.90,N,, 89.25,E,,Cone,D6,S0
1004-02-,10,04,-02-,Tianshan_Volc_Group,China-W,Historical,42.50,N,*, 82.50,E,,Volcanic field,D6,S0
1004-03-,10,04,-03-,Kunlun_Volc_Group,China-W,Historical,35.52,N,*, 80.20,E,5808,Pyroclastic cones,D2,S0
1004-04-,10,04,-04-,Unnamed,China-W,Uncertain,35.85,N,*, 91.70,E,5400,Volcanic field,?,S0
1005-01-,10,05,-01-,Honggeertu,China-E,Holocene?,41.47,N,*,113.00,E,1700,Cinder cones,?,M0
1005-011,10,05,-011,Arshan,China-E,Radiocarbon,47.50,N,*,120.70,E,,Cinder cones,D,M0
1005-02-,10,05,-02-,Keluo_Group,China-E,Holocene,49.37,N,*,125.92,E,670,Pyroclastic cones,U,M0
1005-03-,10,05,-03-,Wudalianchi,China-E,Historical,48.72,N,*,126.12,E,597,Volcanic field,D4,M0
1005-04-,10,05,-04-,Jingbo,China-E,Radiocarbon,44.08,N,*,128.83,E,1000,Volcanic field,D7,M0
1005-05-,10,05,-05-,Longgang_Group,China-E,Radiocarbon,42.33,N,*,126.50,E,1000,Cinder cones,D6,M0
1005-06-,10,05,-06-,Changbaishan,China-E,Historical,41.98,N,,128.08,E,2744,Stratovolcano,D2,S0
1006-01-,10,06,-01-,Xianjindao,Korea,Uncertain,41.33,N,,128.00,E,,Unknown,?,S0
1006-02-,10,06,-02-,Chuga_ryong,Korea,Holocene?,38.33,N,,127.33,E,452,Shield volcano,?,M0
1006-03-,10,06,-03-,Ulreung,Korea,Radiocarbon,37.50,N,,130.87,E,984,Stratovolcano,D7,S0
1006-04-,10,06,-04-,Halla,Korea,Historical,33.37,N,,126.53,E,1950,Shield volcano,D6,M0
1101-01-,11,01,-01-,Buldir,Aleutian Is,Holocene?,52.35,N,,175.911,E,656,Stratovolcano,?,S0
1101-02-,11,01,-02-,Kiska,Aleutian Is,Historical,52.103,N,,177.602,E,1220,Stratovolcano,D2,M0
1101-03-,11,01,-03-,Segula,Aleutian Is,Holocene,52.015,N,,178.136,E,1160,Stratovolcano,U,S0
1101-04-,11,01,-04-,Davidof,Aleutian Is,Holocene?,51.97,N,,178.33,E,328,Stratovolcano,?,M0
1101-05-,11,01,-05-,Little_Sitkin,Aleutian Is,Historical,51.95,N,,178.543,E,1174,Stratovolcano,D3,S0
1101-06-,11,01,-06-,Semisopochnoi,Aleutian Is,Historical,51.93,N,,179.58,E,1221,Stratovolcano,D2,S0
1101-07-,11,01,-07-,Gareloi,Aleutian Is,Historical,51.790,N,,178.794,W,1573,Stratovolcano,D2,S0
1101-08-,11,01,-08-,Tanaga,Aleutian Is,Historical,51.885,N,,178.146,W,1806,Stratovolcanoes,D2,S0
1101-09-,11,01,-09-,Takawangha,Aleutian Is,Radiocarbon,51.873,N,,178.006,W,1449,Stratovolcano,D5,S0
1101-10-,11,01,-10-,Bobrof,Aleutian Is,Holocene?,51.910,N,,177.438,W,738,Stratovolcano,?,S0
1101-11-,11,01,-11-,Kanaga,Aleutian Is,Historical,51.923,N,,177.168,W,1307,Stratovolcano,D2,M0
1101-111,11,01,-111,Moffett,Aleutian Is,Holocene?,51.944,N,,176.747,W,1196,Stratovolcano,?,S0
1101-12-,11,01,-12-,Great_Sitkin,Aleutian Is,Historical,52.076,N,,176.130,W,1740,Stratovolcano,D2,S1
1101-13-,11,01,-13-,Kasatochi,Aleutian Is,Historical,52.177,N,,175.508,W,314,Stratovolcano,D1,S2
1101-14-,11,01,-14-,Koniuji,Aleutian Is,Uncertain,52.22,N,,175.13,W,273,Stratovolcano,?,S0
1101-15-,11,01,-15-,Sergief,Aleutian Is,Uncertain,52.05,N,,174.95,W,560,Stratovolcano,?,S0
1101-16-,11,01,-16-,Atka,Aleutian Is,Historical,52.332,N,,174.137,W,1451,Stratovolcanoes,D2,S1
1101-161,11,01,-161,Korovin,Aleutian Is,Historical,52.381,N,,174.154,W,1533,Stratovolcanoes,D1,S1
1101-18-,11,01,-18-,Seguam,Aleutian Is,Historical,52.315,N,,172.510,W,1054,Stratovolcanoes,D2,S0
1101-19-,11,01,-19-,Amukta,Aleutian Is,Historical,52.50,N,,171.252,W,1066,Stratovolcano,D2,S1
1101-20-,11,01,-20-,Chagulak,Aleutian Is,Holocene,52.577,N,,171.13,W,1142,Stratovolcano,U,S0
1101-21-,11,01,-21-,Yunaska,Aleutian Is,Historical,52.643,N,,170.629,W,550,Shield volcano,D2,S2
1101-22-,11,01,-22-,Herbert,Aleutian Is,Holocene,52.742,N,,170.111,W,1280,Stratovolcano,U,S0
1101-23-,11,01,-23-,Carlisle,Aleutian Is,Historical,52.894,N,,170.054,W,1620,Stratovolcano,D3,S1
1101-24-,11,01,-24-,Cleveland,Aleutian Is,Historical,52.825,N,,169.944,W,1730,Stratovolcano,D1,S2
1101-241,11,01,-241,Tana,Aleutian Is,Holocene,52.83,N,,169.77,W,1170,Stratovolcanoes,U,S0
1101-25-,11,01,-25-,Uliaga,Aleutian Is,Holocene,53.065,N,,169.77,W,888,Stratovolcano,U,S0
1101-26-,11,01,-26-,Kagamil,Aleutian Is,Historical,52.974,N,,169.72,W,893,Stratovolcano,D2,S0
1101-27-,11,01,-27-,Vsevidof,Aleutian Is,Historical,53.130,N,,168.693,W,2149,Stratovolcano,D3,S0
1101-28-,11,01,-28-,Recheschnoi,Aleutian Is,Holocene,53.157,N,,168.539,W,1984,Stratovolcano,U,S0
1101-29-,11,01,-29-,Okmok,Aleutian Is,Historical,53.43,N,,168.13,W,1073,Shield volcano,D1,S2
1101-30-,11,01,-30-,Bogoslof,Aleutian Is,Historical,53.93,N,,168.03,W,150,Submarine volcano,D2,S2
1101-31-,11,01,-31-,Makushin,Aleutian Is,Historical,53.891,N,,166.923,W,1800,Stratovolcano,D2,S1
1101-32-,11,01,-32-,Akutan,Aleutian Is,Historical,54.134,N,,165.986,W,1303,Stratovolcano,D2,S1
1101-34-,11,01,-34-,Westdahl,Aleutian Is,Historical,54.518,N,,164.65,W,1654,Stratovolcano ?,D2,S2
1101-35-,11,01,-35-,Fisher,Aleutian Is,Historical,54.65,N,,164.43,W,1112,Stratovolcano,D3,S0
1101-36-,11,01,-36-,Shishaldin,Aleutian Is,Historical,54.756,N,,163.97,W,2857,Stratovolcano,D1,S2
1101-37-,11,01,-37-,Isanotski,Aleutian Is,Uncertain,54.765,N,,163.723,W,2446,Stratovolcano,?,S0
1101-38-,11,01,-38-,Roundtop,Aleutian Is,Radiocarbon,54.80,N,,163.589,W,1871,Stratovolcano,D7,S0
1101-39-,11,01,-39-,Amak,Aleutian Is,Historical,55.424,N,,163.149,W,488,Stratovolcano,D4,S0
1102-01-,11,02,-01-,Frosty,Alaska Peninsula,Holocene,55.082,N,,162.814,W,2012,Stratovolcanoes,U,S0
1102-011,11,02,-011,Dutton,Alaska Peninsula,Holocene,55.168,N,,162.272,W,1506,Stratovolcano,U,S0
1102-02-,11,02,-02-,Emmons_Lake,Alaska Peninsula,Holocene,55.341,N,,162.079,W,1436,Caldera,U,S0
1102-03-,11,02,-03-,Pavlof,Alaska Peninsula,Historical,55.42,N,,161.887,W,2519,Stratovolcano,D1,S2
1102-04-,11,02,-04-,Pavlof_Sister,Alaska Peninsula,Holocene,55.453,N,,161.843,W,2142,Stratovolcano,U,S0
1102-05-,11,02,-05-,Dana,Alaska Peninsula,Radiocarbon,55.641,N,,161.214,W,1354,Stratovolcano,D7,S0
1102-051,11,02,-051,Stepovak_Bay_2,Alaska Peninsula,Holocene,55.913,N,,160.041,W,1323,Cinder cone,U,S0
1102-052,11,02,-052,Stepovak_Bay_3,Alaska Peninsula,Holocene?,55.929,N,,160.002,W,1555,Cinder cone,?,S0
1102-053,11,02,-053,Stepovak_Bay_4,Alaska Peninsula,Pleistocene,55.954,N,,159.954,W,1557,Stratovolcano,P,S0
1102-06-,11,02,-06-,Kupreanof,Alaska Peninsula,Historical,56.011,N,,159.797,W,1895,Stratovolcano,D2,S0
1102-07-,11,02,-07-,Veniaminof,Alaska Peninsula,Historical,56.17,N,,159.38,W,2507,Stratovolcano,D1,S1
1102-08-,11,02,-08-,Black_Peak,Alaska Peninsula,Radiocarbon,56.552,N,,158.785,W,1032,Stratovolcano,D7,S0
1102-09-,11,02,-09-,Aniakchak,Alaska Peninsula,Historical,56.88,N,,158.17,W,1341,Caldera,D2,S1
1102-10-,11,02,-10-,Yantarni,Alaska Peninsula,Tephrochronology,57.019,N,,157.185,W,1345,Stratovolcano,D7,S0
1102-11-,11,02,-11-,Chiginagak,Alaska Peninsula,Historical,57.135,N,,156.990,W,2221,Stratovolcano,D2,S0
1102-12-,11,02,-12-,Kialagvik,Alaska Peninsula,Holocene,57.203,N,,156.745,W,1677,Stratovolcano,U,S0
1102-13-,11,02,-13-,Ugashik_Peulik,Alaska Peninsula,Historical,57.751,N,,156.368,W,1474,Stratovolcano,D3,S0
1102-131,11,02,-131,Ukinrek_Maars,Alaska Peninsula,Historical,57.832,N,,156.510,W,91,Maars,D2,S1
1102-132,11,02,-132,Unnamed,Alaska Peninsula,Holocene,57.87,N,,155.42,W,300,Lava dome,U,S0
1102-14-,11,02,-14-,Martin,Alaska Peninsula,Historical,58.172,N,,155.361,W,1863,Stratovolcano,D2,S0
1102-15-,11,02,-15-,Mageik,Alaska Peninsula,Radiocarbon,58.195,N,,155.253,W,2165,Stratovolcano,D7,S0
1102-16-,11,02,-16-,Trident,Alaska Peninsula,Historical,58.236,N,,155.10,W,1864,Stratovolcano,D2,S2
1102-17-,11,02,-17-,Katmai,Alaska Peninsula,Historical,58.280,N,,154.963,W,2047,Stratovolcano,D2,S0
1102-18-,11,02,-18-,Novarupta,Alaska Peninsula,Historical,58.27,N,,155.157,W,841,Caldera,D2,S0
1102-19-,11,02,-19-,Griggs,Alaska Peninsula,Radiocarbon,58.354,N,,155.092,W,2317,Stratovolcano,D7,S0
1102-20-,11,02,-20-,Snowy_Mountain,Alaska Peninsula,Radiocarbon,58.336,N,,154.682,W,2162,Stratovolcanoes,D4,S0
1102-21-,11,02,-21-,Denison,Alaska Peninsula,Holocene?,58.418,N,,154.449,W,2287,Stratovolcano,?,S0
1102-22-,11,02,-22-,Steller,Alaska Peninsula,Holocene,58.43,N,,154.40,W,2272,Stratovolcano,U,S0
1102-23-,11,02,-23-,Kukak,Alaska Peninsula,Fumarolic,58.453,N,,154.355,W,2043,Stratovolcano,U,S0
1102-25-,11,02,-25-,Kaguyak,Alaska Peninsula,Holocene,58.608,N,,154.028,W,901,Stratovolcano,D7,S0
1102-26-,11,02,-26-,Fourpeaked,Alaska Peninsula,Historical,58.770,N,,153.672,W,2105,Stratovolcano,D1,S1
1102-27-,11,02,-27-,Douglas,Alaska Peninsula,Holocene,58.855,N,,153.542,W,2140,Stratovolcano,U,S0
1103-01-,11,03,-01-,Augustine,Alaska-SW,Historical,59.363,N,,153.43,W,1252,Lava domes,D1,S2
1103-02-,11,03,-02-,Iliamna,Alaska-SW,Historical,60.032,N,,153.090,W,3053,Stratovolcano,D3,S0
1103-03-,11,03,-03-,Redoubt,Alaska-SW,Historical,60.485,N,,152.742,W,3108,Stratovolcano,D2,S2
1103-04-,11,03,-04-,Spurr,Alaska-SW,Historical,61.299,N,,152.251,W,3374,Stratovolcano,D2,S2
1103-05-,11,03,-05-,Hayes,Alaska-SW,Radiocarbon,61.640,N,,152.411,W,3034,Stratovolcano,D6,S0
1104-01-,11,04,-01-,St_Paul_Island,Alaska-W,Radiocarbon,57.18,N,*,170.30,W,203,Shield volcano,D7,M0
1104-02-,11,04,-02-,Nunivak_Island,Alaska-W,Holocene,60.02,N,*,166.33,W,511,Shield volcano,U,M0
1104-03-,11,04,-03-,Ingakslugwat_Hills,Alaska-W,Holocene,61.43,N,*,164.47,W,190,Cinder cones,U,M0
1104-04-,11,04,-04-,St_Michael,Alaska-W,Anthropology,63.45,N,*,162.12,W,715,Shield volcanoes,U,M0
1104-05-,11,04,-05-,Kookooligit_Mountains,Alaska-W,Holocene,63.60,N,*,170.43,W,673,Shield volcano,U,M0
1104-06-,11,04,-06-,Imuruk_Lake,Alaska-W,Radiocarbon,65.60,N,*,163.92,W,610,Shield volcanoes,D6,M0
1105-001,11,05,-001,Buzzard_Creek,Alaska-E,Radiocarbon,64.07,N,,148.42,W,830,Tuff rings,D7,M0
1105-01-,11,05,-01-,Sanford,Alaska-E,Holocene?,62.22,N,,144.13,W,4949,Shield volcano,?,S0
1105-02-,11,05,-02-,Wrangell,Alaska-E,Historical,62.00,N,,144.02,W,4317,Shield volcano,D1,S0
1105-021,11,05,-021,Gordon,Alaska-E,Holocene?,62.13,N,,143.08,W,2755,Cinder cones,?,M0
1105-03-,11,05,-03-,Churchill,Alaska-E,Radiocarbon,61.38,N,,141.75,W,5005,Stratovolcano,D6,S0
1105-04-,11,05,-04-,Edgecumbe,Alaska-E,Radiocarbon,57.05,N,,135.75,W,970,Stratovolcanoes,D7,S0
1105-05-,11,05,-05-,Duncan_Canal,Alaska-E,Holocene,56.50,N,*,133.10,W,15,Volcanic field,U,M0
1105-06-,11,05,-06-,Tlevak_Strait_Suemez_Is,Alaska-E,Holocene,55.25,N,*,133.30,W,50,Volcanic field,U,M0
1105-07-,11,05,-07-,Behm_Canal_Rudyerd_Bay,Alaska-E,Holocene?,55.32,N,*,131.05,W,500,Cinder cones,?,M0
1200-01-,12,00,-01-,Fort_Selkirk,Canada,Holocene?,62.93,N,*,137.38,W,1239,Volcanic field,?,M0
1200-02-,12,00,-02-,Alligator_Lake,Canada,Holocene,60.42,N,*,135.42,W,2217,Volcanic field,U,M0
1200-03-,12,00,-03-,Atlin_volc_field,Canada,Holocene,59.68,N,*,133.32,W,1880,Cinder cones,U,M0
1200-031,12,00,-031,Tuya_volc_field,Canada,Holocene,59.37,N,*,130.58,W,2123,Volcanic field,U,M0
1200-04-,12,00,-04-,Heart_Peaks,Canada,Holocene?,58.60,N,,131.97,W,2012,Shield volcano,?,S0
1200-05-,12,00,-05-,Level_Mountain,Canada,Holocene?,58.42,N,,131.35,W,2190,Shield volcano,?,S0
1200-06-,12,00,-06-,Edziza,Canada,Radiocarbon,57.72,N,,130.63,W,2786,Stratovolcano,D6,M0
1200-07-,12,00,-07-,Spectrum_Range,Canada,Holocene,57.43,N,,130.68,W,2430,Shield volcano,U,S0
1200-08-,12,00,-08-,Hoodoo_Mountain,Canada,Tephrochronology,56.78,N,,131.28,W,1850,Subglacial volcano,D7,S0
1200-09-,12,00,-09-,Iskut_Unuk_River_Cones,Canada,Radiocarbon,56.58,N,*,130.55,W,1880,Cinder cones,D3,M0
1200-10-,12,00,-10-,Tseax_River_Cone,Canada,Radiocarbon,55.12,N,,128.90,W,609,Pyroclastic cone,D4,M0
1200-11-,12,00,-11-,Crow_Lagoon,Canada,Holocene,54.70,N,,130.23,W,335,Pyroclastic cone,U,M0
1200-12-,12,00,-12-,Milbanke_Sound_Group,Canada,Holocene,52.50,N,*,128.73,W,335,Cinder cones,U,M0
1200-13-,12,00,-13-,Satah_Mountain,Canada,Holocene,52.47,N,*,124.70,W,1921,Volcanic field,U,M0
1200-14-,12,00,-14-,Nazko,Canada,Radiocarbon,52.90,N,,123.73,W,1230,Cinder cones,D7,M0
1200-15-,12,00,-15-,Wells_Gray_Clearwater,Canada,Dendrochronology,52.33,N,*,120.57,W,2015,Cinder cones,D5,M0
1200-16-,12,00,-16-,Silverthrone,Canada,Holocene,51.43,N,,126.30,W,3160,Caldera,U,S0
1200-17-,12,00,-17-,Bridge_River_Cones,Canada,Holocene,50.80,N,*,123.40,W,2500,Volcanic field,U,M0
1200-18-,12,00,-18-,Meager,Canada,Radiocarbon,50.63,N,,123.50,W,2680,Complex volcano,D7,S0
1200-19-,12,00,-19-,Garibaldi_Lake,Canada,Holocene,49.92,N,*,123.03,W,2316,Volcanic field,U,S0
1200-20-,12,00,-20-,Garibaldi,Canada,Radiocarbon,49.85,N,,123.00,W,2678,Stratovolcano,D7,S0
1201-01=,12,01,-01-,Baker,US-Washington,Historical,48.777,N,,121.813,W,3285,Stratovolcanoes,D3,S1
1201-02-,12,01,-02-,Glacier_Peak,US-Washington,Tephrochronology,48.112,N,,121.113,W,3213,Stratovolcano,D4,S0
1201-03-,12,01,-03-,Rainier,US-Washington,Historical,46.853,N,,121.760,W,4392,Stratovolcano,D3,S1
1201-04-,12,01,-04-,Adams,US-Washington,Tephrochronology,46.206,N,,121.490,W,3742,Stratovolcano,D6,S0
1201-05-,12,01,-05-,St_Helens,US-Washington,Historical,46.20,N,,122.18,W,2549,Stratovolcano,D1,S2
1201-06-,12,01,-06-,West_Crater,US-Washington,Radiocarbon,45.88,N,*,122.08,W,1329,Volcanic field,D7,M0
1201-07-,12,01,-07-,Indian_Heaven,US-Washington,Radiocarbon,45.93,N,*,121.82,W,1806,Shield volcanoes,D7,M0
1202-01-,12,02,-01-,Hood,US-Oregon,Historical,45.374,N,,121.695,W,3426,Stratovolcano,D3,S0
1202-02-,12,02,-02-,Jefferson,US-Oregon,Varve Count,44.674,N,,121.800,W,3199,Stratovolcano,D6,S0
1202-03-,12,02,-03-,Blue_Lake_Crater,US-Oregon,Radiocarbon,44.411,N,,121.774,W,1230,Maar,D6,M0
1202-04-,12,02,-04-,Sand_Mountain_Field,US-Oregon,Radiocarbon,44.38,N,*,121.93,W,1664,Cinder cones,D6,M0
1202-06-,12,02,-06-,Belknap,US-Oregon,Radiocarbon,44.285,N,,121.841,W,2095,Shield volcanoes,D6,M0
1202-07-,12,02,-07-,North_Sister_Field,US-Oregon,Radiocarbon,44.17,N,,121.77,W,3074,Complex volcano,D6,M0
1202-08-,12,02,-08-,South_Sister,US-Oregon,Radiocarbon,44.103,N,,121.768,W,3157,Complex volcano,D7,S0
1202-09-,12,02,-09-,Bachelor,US-Oregon,Tephrochronology,43.979,N,,121.688,W,2763,Stratovolcano,D7,S0
1202-10-,12,02,-10-,Davis_Lake,US-Oregon,Radiocarbon,43.57,N,*,121.82,W,2163,Volcanic field,D7,M0
1202-11-,12,02,-11-,Newberry,US-Oregon,Radiocarbon,43.722,N,,121.229,W,2434,Shield volcano,D6,S0
1202-12-,12,02,-12-,Devils_Garden,US-Oregon,Holocene?,43.512,N,*,120.861,W,1698,Volcanic field,?,M0
1202-13-,12,02,-13-,Squaw_Ridge_Lava_Field,US-Oregon,Holocene?,43.472,N,*,120.754,W,1711,Volcanic field,?,M0
1202-14-,12,02,-14-,Four_Craters_Lava_Field,US-Oregon,Holocene?,43.361,N,*,120.669,W,1501,Volcanic field,?,M0
1202-15-,12,02,-15-,Cinnamon_Butte,US-Oregon,Holocene?,43.241,N,*,122.108,W,1956,Cinder cones,?,M0
1202-16-,12,02,-16-,Crater_Lake,US-Oregon,Radiocarbon,42.93,N,,122.12,W,2487,Caldera,D7,S0
1202-17-,12,02,-17-,Diamond_Craters,US-Oregon,Holocene?,43.10,N,*,118.75,W,1435,Volcanic field,?,M0
1202-19-,12,02,-19-,Jordan_Craters,US-Oregon,Radiocarbon,43.147,N,,117.460,W,1473,Volcanic field,D7,M0
1203-01-,12,03,-01-,Shasta,US-California,Historical,41.409,N,,122.193,W,4317,Stratovolcano,D4,S2
1203-02-,12,03,-02-,Medicine_Lake,US-California,Radiocarbon,41.611,N,,121.554,W,2412,Shield volcano,D6,S0
1203-03-,12,03,-03-,Brushy_Butte,US-California,Holocene?,41.178,N,,121.443,W,1174,Shield volcano,?,M0
1203-04-,12,03,-04-,Twin_Buttes,US-California,Holocene?,40.777,N,*,121.591,W,1631,Cinder cones,?,M0
1203-05-,12,03,-05-,Silver_Lake,US-California,Holocene?,40.731,N,,121.841,W,1535,Cinder cones,?,M0
1203-06-,12,03,-06-,Tumble_Buttes,US-California,Holocene?,40.68,N,*,121.55,W,2191,Cinder cones,?,M0
1203-08-,12,03,-08-,Lassen_Volc_Center,US-California,Historical,40.492,N,,121.508,W,3187,Stratovolcano,D2,S2
1203-09-,12,03,-09-,Eagle_Lake_Field,US-California,Holocene?,40.63,N,*,120.83,W,1652,Fissure vents,?,M0
1203-10-,12,03,-10-,Clear-Lake,US-California,Holocene,38.97,N,*,122.77,W,1439,Volcanic field,U,S0
1203-11-,12,03,-11-,Mono_Lake_volc_field,US-California,Tephrochronology,38.00,N,*,119.03,W,2121,Cinder cones,D4,S0
1203-12-,12,03,-12-,Mono_Craters,US-California,Radiocarbon,37.88,N,,119.00,W,2796,Lava domes,D6,S0
1203-13-,12,03,-13-,Inyo_Craters,US-California,Radiocarbon,37.692,N,,119.02,W,2629,Lava domes,D6,S0
1203-15-,12,03,-15-,Mammoth_Mountain,US-California,Radiocarbon,37.631,N,,119.032,W,3369,Lava domes,D6,S0
1203-16-,12,03,-16-,Ubehebe_Craters,US-California,Anthropology,37.02,N,,117.45,W,752,Maars,D7,M0
1203-17-,12,03,-17-,Golden_Trout Creek,US-California,Tephrochronology,36.358,N,*,118.32,W,2886,Volcanic field,D7,M0
1203-18-,12,03,-18-,Coso_volc_field,US-California,Holocene?,36.03,N,*,117.82,W,2400,Lava domes,?,S0
1203-19-,12,03,-19-,Lavic_Lake,US-California,Holocene?,34.75,N,*,116.625,W,1495,Volcanic field,?,M0
1204-01-,12,04,-01-,Shoshone_Lava_Field,US-Idaho,Holocene,43.18,N,,114.35,W,1478,Shield volcano,D7,M0
1204-02-,12,04,-02-,Craters_of_the_Moon,US-Idaho,Radiocarbon,43.42,N,*,113.50,W,2005,Cinder cones,D7,M0
1204-03-,12,04,-03-,Wapi_Lava_Field,US-Idaho,Radiocarbon,42.88,N,*,113.22,W,1604,Shield volcano,D7,M0
1204-04-,12,04,-04-,Hells_Half_Acre,US-Idaho,Radiocarbon,43.50,N,,112.45,W,1631,Shield volcano,D7,M0
1205-01-,12,05,-01-,Yellowstone,US-Wyoming,Tephrochronology,44.43,N,,110.67,W,2805,Calderas,D7,S0
1206-01-,12,06,-01-,Soda_Lakes,US-Nevada,Holocene,39.53,N,,118.87,W,1251,Maars,U,M0
1207-01-,12,07,-01-,Santa_Clara,US-Utah,Holocene?,37.257,N,*,113.625,W,1465,Volcanic field,?,M0
1207-03-,12,07,-03-,Bald_Knoll,US-Utah,Holocene,37.328,N,,112.408,W,2135,Cinder cones,U,M0
1207-04-,12,07,-04-,Markagunt_Plateau,US-Utah,Dendrochronology,37.58,N,*,112.67,W,2840,Volcanic field,D6,M0
1207-05-,12,07,-05-,Black_Rock_Desert,US-Utah,Radiocarbon,38.97,N,*,112.50,W,1800,Volcanic field,D6,M0
1208-01-,12,08,-01-,Dotsero,US-Colorado,Radiocarbon,39.661,N,,107.035,W,2230,Maar,D7,M0
1209-01-,12,09,-01-,Uinkaret_Field,US-Arizona,Anthropology,36.38,N,*,113.13,W,1555,Volcanic field,D6,M0
